word	-a	-u	syllables	last cons. cluster	all vowels	last vowel	suffix	meaning	semantics
mikrynit	-	+	3	t	iyi	i		NOT FOUND	
miks	-	+	1	ks	i	i		"sposób realizacji obrazu telewizyjnego, polegający na przechodzeniu z obrazu nadawanego przez jedną kamerę na obraz nadawany przez inną kamerę"	
miksantropizm	-	+	4	zm	iaoi	i	izm	"przedstawianie bóstw i sił pozaziemskich w postaci pół ludzkiej, pół zwierzęcej"	
miksaż	-	+	2	ż	ia	a	aż	NOT FOUND	
mikser	+	-	2	r	ie	e	er	"urządzenie służące do rozdrabniania, mieszania, ubijania składników potraw lub napojów"	артефакт
mikserek	+	-	3	k	iee	e	ek	"pomieszczenie, w którym znajduje się aparatura do miksowania dźwięków i obrazów"	
miksotrofizm	-	+	4	zm	iooi	i	izm	NOT FOUND	
miksowirus	+	-	4	s	ioiu	u		NOT FOUND	
mikst	+	+	1	kst	i	i		"partia tenisa, ping-ponga lub badmintona, w której po każdej stronie gra mężczyzna i kobieta; też: dwuosobowa drużyna biorąca udział w takiej grze"	
mil	+	-	1	l	i	i		"jednostka długości używana w krajach anglosaskich, równa 1609 m"	единица измерения
milanez	-	+	3	z	iae	e		"dzianina jedwabna używana do wyrobu bielizny damskiej"	
milen	-	+	2	n	ie	e	en	NOT FOUND	
milenaryzm	-	+	4	zm	ieay	y	yzm	"wiara w tysiącletnie panowanie Chrystusa na ziemi przed końcem świata"	
mileryt	-	+	3	t	iey	y		"minerał o ciemnożółtej barwie i metalicznym połysku"	
milerz	+	-	2	rz	ie	e		NOT FOUND	
miliamper	+	-	4	r	iiae	e	er	"jednostka natężenia prądu elektrycznego równa jednej tysięcznej ampera"	единица измерения
miliamperomierz	+	-	7	rz	iiaeoie	e		NOT FOUND	
miliard	+	-	3	rd	iia	a		"tysiąc milionów"	
milibar	+	-	3	r	iia	a		"jednostka ciśnienia atmosferycznego równa jednej tysięcznej bara"	единица измерения
miligram	+	-	3	m	iia	a		"jednostka masy równa jednej tysięcznej grama"	единица измерения
miligramoprocent	+	-	6	nt	iiaooe	e		NOT FOUND	
miliherc	+	-	3	rc	iie	e		NOT FOUND	
milikiur	+	-	4	r	iiiu	u		"jednostka aktywności promieniotwórczej równa jednej tysięcznej kiura"	единица измерения
mililitr	+	-	3	tr	iii	i		"jednostka objętości równa jednej tysięcznej litra"	единица измерения
milimetr	+	-	3	tr	iie	e		"jednostka długości równa jednej tysięcznej metra"	единица измерения
milimikron	+	-	4	n	iiio	o		NOT FOUND	
milimol	+	-	3	l	iio	o		NOT FOUND	
milin	-	+	2	n	ii	i	in	NOT FOUND	
miliniuton	+	-	5	n	iiiuo	o		NOT FOUND	
miliom	+	-	3	m	iio	o		NOT FOUND	
milion	+	-	3	n	iio	o	ion	"tysiąc tysięcy"	
milionik	+	-	4	k	iioi	i		"tysiąc tysięcy"	
milipond	+	-	3	nd	iio	o		NOT FOUND	
milirentgen	-	+	4	n	iiee	e		NOT FOUND	
militaryzm	-	+	4	zm	iiay	y	yzm	"ideologia i oparta na niej polityka zbrojeń i wojen zaborczych"	
miliwat	+	-	3	t	iia	a		"jednostka mocy równa jednej tysiącznej wata"	единица измерения
miliwolt	+	-	3	lt	iio	o		"jednostka napięcia elektrycznego równa jednej tysiącznej wolta"	единица измерения
miliwoltomierz	+	-	6	rz	iiooie	e		NOT FOUND	
millenaryzm	-	+	4	zm	ieay	y	yzm	"wiara w tysiącletnie panowanie Chrystusa na ziemi przed końcem świata"	
milleryt	-	+	3	t	iey	y		"minerał o ciemnożółtej barwie i metalicznym połysku"	
milrejs	+	-	2	js	ie	e		"dawna jednostka monetarna portugalska i brazylijska"	единица измерения
mim	-	+	1	m	i	i		"aktor występujący w pantomimie"	
mimbar	-	+	2	r	ia	a		"kazalnica w meczecie"	
mimetezyt	-	+	4	t	ieey	y		NOT FOUND	
mimetyzm	-	+	3	zm	iey	y	etyzm	"naśladowanie rzeczywistości w sztuce i literaturze"	
mimodram	-	+	3	m	ioa	a		NOT FOUND	
mimośród	-	+	3	d	ioó	ó		"element maszyny w postaci tarczy umocowanej na wale w taki sposób, że jej środek nie pokrywa się z osią obrotu wału"	часть предмета
minarecik	-	+	4	k	iaei	i		"wieża meczetu, z której muezin zwołuje wiernych na modlitwę"	
minaret	-	+	3	t	iae	e		"wieża meczetu, z której muezin zwołuje wiernych na modlitwę"	
minbar	-	+	2	r	ia	a		"kazalnica w meczecie"	
mineralizator	+	-	6	r	ieaiao	o		"składnik magmy, ułatwiający krystalizację niektórych minerałów"	
mineraloid	-	+	5	d	ieaoi	i		NOT FOUND	
mineralokortykoid	-	+	8	d	ieaooyoi	i		NOT FOUND	
mineralokortykosteroid	-	+	10	d	ieaooyoeoi	i		NOT FOUND	
minerał	-	+	3	ł	iea	a		"związek lub pierwiastek chemiczny, powstały wskutek procesów geologicznych"	
miniaparat	-	+	5	t	iiaaa	a		NOT FOUND	
miniautobus	-	+	6	s	iiauou	u		NOT FOUND	
minibar	-	+	3	r	iia	a		NOT FOUND	
minibarek	-	+	4	k	iiae	e	ek	NOT FOUND	
minibasket	-	+	4	t	iiae	e		NOT FOUND	
minibazar	-	+	4	r	iiaa	a		NOT FOUND	
minibiling	-	+	4	ng	iiii	i		NOT FOUND	
minibus	-	+	3	s	iiu	u		NOT FOUND	
miniciągnik	+	-	5	k	iiiąi	i		NOT FOUND	
minidetektor	+	-	5	r	iieeo	o		NOT FOUND	
minidysk	-	+	3	sk	iiy	y		NOT FOUND	
miniesej	-	+	4	j	iiee	e		NOT FOUND	
minifurgon	-	+	4	n	iiuo	o		NOT FOUND	
minihelikopter	+	-	6	r	iieioe	e	er	NOT FOUND	
minijamb	-	+	3	mb	iia	a		NOT FOUND	
minikabaret	-	+	5	t	iiaae	e		NOT FOUND	
minikalkulator	+	-	6	r	iiauao	o		"miniaturowy kalkulator"	артефакт
minikomputer	+	-	5	r	iioue	e	er	NOT FOUND	
minikort	-	+	3	rt	iio	o		NOT FOUND	
minilaser	+	-	4	r	iiae	e	er	NOT FOUND	
minilokal	-	+	4	l	iioa	a		NOT FOUND	
minimalizm	-	+	4	zm	iiai	i	izm	"ograniczenie do minimum wymagań, potrzeb, dążeń itp."	
minimarket	-	+	4	t	iiae	e		NOT FOUND	
minimetr	-	+	3	tr	iie	e		"przyrząd umożliwiający pomiary długości z dokładnością do jednego mikrometra"	артефакт
minimoduł	-	+	4	ł	iiou	u		"układ elektroniczny wykonany z miniaturowych elementów"	
minimonitor	+	-	5	r	iioio	o		NOT FOUND	
minimoog	+	-	4	g	iioo	o		NOT FOUND	
mininotebook	+	-	6	k	iioeoo	o		NOT FOUND	
minipal	+	-	3	l	iia	a		NOT FOUND	
miniparasol	+	-	5	l	iiaao	o		NOT FOUND	
minipojazd	-	+	4	zd	iioa	a		NOT FOUND	
miniraport	-	+	4	rt	iiao	o		NOT FOUND	
minirecital	-	+	5	l	iieia	a		NOT FOUND	
minirentgen	+	-	4	n	iiee	e		NOT FOUND	
minireportaż	-	+	5	ż	iieoa	a		NOT FOUND	
minisamochód	-	+	5	d	iiaoó	ó		NOT FOUND	
miniserial	-	+	5	l	iieia	a		NOT FOUND	
minisputnik	+	-	4	k	iiui	i		NOT FOUND	
ministeriat	-	+	5	t	iieia	a		NOT FOUND	
miniturniej	-	+	5	j	iiuie	e		NOT FOUND	
miniwystęp	-	+	4	p	iiyę	ę		NOT FOUND	
miniwzrost	-	+	3	st	iio	o		NOT FOUND	
minizakład	-	+	4	d	iiaa	a		NOT FOUND	
minizbiornik	+	-	5	k	iiioi	i		NOT FOUND	
minizespół	-	+	4	ł	iieó	ó		NOT FOUND	
minjan	-	+	2	n	ia	a		"w judaizmie: niezbędne kworum do odmawiania modlitwy"	
minnesang	-	+	3	ng	iea	a		NOT FOUND	
minomiot	-	+	4	t	ioio	o		NOT FOUND	
minomiotacz	+	-	5	cz	ioioa	a	acz	NOT FOUND	
minor	-	+	2	r	io	o		NOT FOUND	
minorat	-	+	3	t	ioa	a	at	"dawna zasada prawna określająca sposób dziedziczenia przez młodszych synów lub córki; też: majątek w ten sposób dziedziczony"	
minorytet	-	+	4	t	ioye	e		NOT FOUND	
minowiec	+	-	4	c	ioie	e	iec	"stawiacz min"	артефакт
minus	+	-	2	s	iu	u		"znak odejmowania w postaci poziomej kreski stawiany między liczbami"	
minusik	+	-	3	k	iui	i	ik	"znak odejmowania w postaci poziomej kreski stawiany między liczbami"	
minutaż	-	+	3	ż	iua	a		NOT FOUND	
minutnik	+	-	3	k	iui	i		"przyrząd do odmierzania krótkich odcinków czasu"	артефакт
mioblast	-	+	3	st	ioa	a		"młoda komórka mięśniowa zdolna do rozmnażania się"	
miocen	-	+	3	n	ioe	e		"pierwsza epoka młodszego trzeciorzędu"	
miocyt	-	+	3	t	ioy	y		"komórka mięśni gładkich"	
miodek	-	+	3	k	ioe	e	ek	"słodka, lepka substancja wytwarzana przez pszczoły z nektaru kwiatowego lub spadzi"	вещество
miodnik	+	-	3	k	ioi	i		NOT FOUND	
miodokwiat	-	+	5	t	iooia	a		NOT FOUND	
miodownik	+	-	4	k	iooi	i		"roślina wydzielająca silny cytrynowy zapach"	растение
miodzic	+	-	3	c	ioi	i		NOT FOUND	
miodzik	-	+	3	k	ioi	i		NOT FOUND	
miogen	-	+	3	n	ioe	e		"mieszanina rozpuszczalnych w wodzie białek mięśni z grupy albumin"	
miograf	-	+	3	f	ioa	a		"przyrząd do rejestrowania mechanicznych zmian w mięśniach"	артефакт
miogram	-	+	3	m	ioa	a		NOT FOUND	
miomer	-	+	3	r	ioe	e	er	NOT FOUND	
mion	-	+	2	n	io	o		"nietrwała cząstka elementarna występująca w promieniowaniu kosmicznym"	
miot	-	+	2	t	io	o		"potomstwo ssaków pochodzące z jednej ciąży"	
miotacz	+	-	3	cz	ioa	a	acz	"sportowiec rzucający młotem, dyskiem, oszczepem lub kulą"	
miotom	-	+	3	m	ioo	o		"potomstwo ssaków pochodzące z jednej ciąży"	
miozyn	-	+	3	n	ioy	y		"kurczliwe białko wchodzące w skład tkanki mięśniowej"	
mips	+	-	1	ps	i	i		NOT FOUND	
mir	-	+	1	r	i	i		"szacunek i poważanie, jakie ma ktoś u innych ludzi"	
mirabilit	-	+	4	t	iaii	i		"minerał o szklistym połysku, występujący jako osad słonych jezior"	
mirador	+	-	3	r	iao	o		NOT FOUND	
miradż	-	+	2	dż	ia	a		NOT FOUND	
mirakl	+	-	2	kl	ia	a		"średniowieczny dramat religijny przedstawiający cudowne wydarzenia z życia świętych i męczenników"	
miralux	-	+	3	x	iau	u		NOT FOUND	
miraż	-	+	2	ż	ia	a	aż	"nieziszczalne marzenie, złudne nadzieje lub pozory czegoś"	
miriagram	+	-	4	m	iiaa	a		"jednostka masy równa dziesięciu tysiącom gramów"	единица измерения
mirialitr	+	-	4	tr	iiai	i		"jednostka objętości równa dziesięciu tysiącom litrów"	единица измерения
miriametr	+	-	4	tr	iiae	e		"jednostka długości równa dziesięciu tysiącom metrów"	единица измерения
mirliton	-	+	3	n	iio	o		"prymitywny dęty instrument muzyczny w postaci drewnianej, metalowej lub kartonowej rurki"	артефакт
mirnik	+	-	2	k	ii	i	nik	NOT FOUND	
mirror	-	+	2	r	io	o		NOT FOUND	
mirt	-	+	1	rt	i	i		"krzew o zimotrwałych, wonnych liściach"	растение
mirtowiec	+	-	4	c	ioie	e	iec	NOT FOUND	
miskal	+	-	2	l	ia	a		"perska jednostka wagi równa 4,6 grama"	единица измерения
mistral	+	+	2	l	ia	a		"silny, chłodny, suchy wiatr północny lub północno-zachodni, wiejący w dolinie Rodanu i na wybrzeżu śródziemnomorskim"	
mistycyzm	-	+	3	zm	iyy	y	yzm	"prąd religijno-filozoficzny uznający możliwość pozazmysłowego, bezpośredniego kontaktu z Bogiem"	
misz-masz	-	+	2	sz	ia	a		NOT FOUND	
miszmasz	-	+	2	sz	ia	a		"chaos, nieład, bałagan"	
miszpelnik	+	-	3	k	iei	i		NOT FOUND	
mit	-	+	1	t	i	i		"opowieść o bogach, demonach, legendarnych bohaterach i nadnaturalnych wydarzeniach, będąca próbą wyjaśnienia odwiecznych zagadnień bytu, świata, życia i śmierci, dobra i zła oraz przeznaczenia człowieka"	
mitel	-	+	2	l	ie	e	el	NOT FOUND	
miting	-	+	2	ng	ii	i	ing	NOT FOUND	
mitkal	-	+	2	l	ia	a		NOT FOUND	
mitogen	-	+	3	n	ioe	e		NOT FOUND	
mitologizm	-	+	4	zm	iooi	i	izm	"zbiór mitów jakiegoś ludu lub grupy etnicznej składający się na system ich wierzeń religijnych"	
mitraizm	-	+	3	zm	iai	i	izm	"religia w starożytnej Persji oparta na motywie odwiecznej walki dobra ze złem i kulcie Mitry"	
mitrydat	-	+	3	t	iya	a		NOT FOUND	
mityng	-	+	2	ng	iy	y		"zebranie w miejscu publicznym z udziałem wielu osób"	
mityzm	-	+	2	zm	iy	y	yzm	NOT FOUND	
mix	-	+	1	x	i	i		NOT FOUND	
mizar	-	+	2	r	ia	a		"cmentarz muzułmański"	
mizdrownik	+	-	3	k	ioi	i		"nóż do ręcznego mizdrowania skór"	артефакт
mizerabilizm	-	+	5	zm	ieaii	i	izm	"fascynacja ubóstwem i nieszczęściem, zwłaszcza w utworze literackim lub w malarstwie"	
mizmar	-	+	2	r	ia	a		NOT FOUND	
mizoandryzm	-	+	4	zm	ioay	y	yzm	"patologiczny wstręt kobiety do mężczyzn"	
mizoginizm	-	+	4	zm	ioii	i	izm	"patologiczny wstręt mężczyzny do kobiet"	
mizrach	-	+	2	ch	ia	a		"tablica na wewnętrznej ścianie synagogi lub domu, która wskazuje wiernym stronę, gdzie znajduje się Jerozolima, i ku której zwracają się żydzi w czasie modlitwy"	
miód	-	+	2	d	ió	ó		"słodka, lepka substancja wytwarzana przez pszczoły z nektaru kwiatowego lub spadzi"	вещество
miąższ	-	+	2	ższ	ią	ą		"miękka część owocu lub narządu"	часть предмета
międlak	+	-	3	k	ięa	a		"przyrząd do ręcznego międlenia skór"	артефакт
międlik	+	-	3	k	ięi	i		NOT FOUND	
międzyakt	-	+	4	kt	ięya	a		NOT FOUND	
międzybieg	-	+	5	g	ięyie	e		NOT FOUND	
międzyczas	-	+	4	s	ięya	a		"czas zawodnika uzyskany na pewnym odcinku trasy wyścigu"	
międzygrzbiet	-	+	5	t	ięyie	e		NOT FOUND	
międzyplon	-	+	4	n	ięyo	o		NOT FOUND	
międzypokład	-	+	5	d	ięyoa	a		"pokład położony między głównym pokładem a dnem statku"	
międzypokładnik	+	-	6	k	ięyoai	i	nik	NOT FOUND	
międzyrząd	-	+	4	d	ięyą	ą		"miejsce między dwoma rzędami uprawianych roślin"	
międzysezon	-	+	5	n	ięyeo	o		NOT FOUND	
międzywał	-	+	4	ł	ięya	a		NOT FOUND	
miękisz	-	+	3	sz	ięi	i		"miękka część jakiejkolwiek rzeczy jadalnej"	часть предмета
mięsak	+	-	3	k	ięa	a		"nowotwór złośliwy rozwijający się z tkanki łącznej lub mięśniowej"	
mięsień	+	-	4	ń	ięie	e		"kurczliwa tkanka u człowieka i zwierząt umożliwiająca ruchy kończyn, głowy, tułowia i narządów wewnętrznych"	
mięsopust	-	+	4	st	ięou	u		"karnawał, zwłaszcza jego trzy ostatnie dni"	
mięśniak	+	-	4	k	ięia	a		"nowotwór niezłośliwy powstający z tkanki mięśniowej"	
mięśniochwat	-	+	5	t	ięioa	a		"choroba mięśni u koni"	
mięśniolot	-	+	5	t	ięioo	o		NOT FOUND	
miłek	+	-	2	k	ie	e	ek	"roślina o pierzastych liściach i dużych, żółtych lub czerwonych kwiatach"	растение
miłodźwięk	-	+	4	k	ioię	ę		NOT FOUND	
miłorząb	-	+	3	b	ioą	ą		"wysokie drzewo o wachlarzowatych liściach i żółtych, kulistych, drobnych owocach"	растение
mlask	-	+	1	sk	a	a		"odgłos mlaskania, mlaśnięcia"	
mlaskot	-	+	2	t	ao	o	ot	NOT FOUND	
mlecz	+	+	1	cz	e	e		"roślina polna o wysokiej, grubej łodydze, ostro ząbkowanych liściach i żółtych kwiatach"	растение
mleczan	-	+	2	n	ea	a	an	NOT FOUND	
mlecznik	+	-	2	k	ei	i	nik	NOT FOUND	
mlekomierz	+	-	4	rz	eoie	e		NOT FOUND	
mlekowiec	+	-	4	c	eoie	e	iec	NOT FOUND	
mlekowóz	-	+	3	z	eoó	ó		NOT FOUND	
mlew	-	+	1	w	e	e		"zboże przeznaczone do przemiału lub będące w trakcie mielenia"	
mlewnik	+	-	2	k	ei	i	nik	"maszyna do mielenia zboża"	артефакт
mlik	+	-	1	k	i	i		NOT FOUND	
mlon	+	-	1	n	o	o		NOT FOUND	
mnemizm	-	+	2	zm	ei	i	izm	"kierunek w naukach biologicznych końca XIX w. przyjmujący, że bodźce dostatecznie silne zostają zapamiętane, co prowadzi do zmian w reakcjach organizmu"	абстрактное понятие
mnemometr	-	+	3	tr	eoe	e		"aparat do badania pamięci, umożliwiający pokazywanie wielu elementów stanowiących materiał do zapamiętania"	артефакт
mnemon	-	+	2	n	eo	o		"najmniejsza jednostka informacyjna zmagazynowana w mózgu albo w systemie nerwowym"	единица измерения
mnich	+	-	1	ch	i	i		"członek zakonu o surowej regule"	
mniszek	+	-	2	k	ie	e	ek	"roślina o łodygach wypełnionych mlecznym sokiem oraz o żółtych kwiatach, które po przekwitnięciu tworzą puchowe kule z nasionami"	растение
mnożnik	+	-	2	k	oi	i		"w mnożeniu: liczba, przez którą się mnoży inną liczbę, czynnik b w iloczynie a·b"	
mob	-	+	1	b	o	o		NOT FOUND	
mobbing	-	+	2	ng	oi	i		"stosowanie różnych form przemocy psychicznej w miejscu pracy"	
mobil	-	+	2	l	oi	i		"lekka, ruchoma rzeźba abstrakcyjna skonstruowana z drucików, blaszek, kulek itp."	
mocnik	+	-	2	k	oi	i		NOT FOUND	
mocz	-	+	1	cz	o	o		"żółty, przezroczysty płyn wydzielany przez nerki i wydalany z organizmu"	
moczan	-	+	2	n	oa	a	an	"sól kwasu moczowego"	
moczar	-	+	2	r	oa	a		"podmokły, bagnisty teren"	
moczeniec	+	-	4	c	oeie	e	iec	NOT FOUND	
mocznik	+	-	2	k	oi	i	nik	"związek organiczny, końcowy produkt przemiany białek, wydalany w moczu i w pocie"	
moczownik	+	-	3	k	ooi	i		NOT FOUND	
moczowód	-	+	3	d	ooó	ó		"każdy z dwu przewodów odprowadzających mocz z nerek"	
mod	-	+	1	d	o	o		"ultranowoczesny, awangardowy, hołdujący najnowszej modzie"	
modalizm	-	+	3	zm	oai	i	alizm	NOT FOUND	
model	-	+	2	l	oe	e	el	"wzór, według którego coś jest lub ma być wykonane"	
modelik	+	-	3	k	oei	i		"wzór, według którego coś jest lub ma być wykonane"	
modelunek	-	+	4	k	oeue	e	ek	"uwydatnianie w dziele sztuki plastyczności przedstawionej postaci lub przedmiotu za pomocą odpowiednich środków artystycznych; też: rezultat takiego modelowania"	
modelusz	+	-	3	sz	oeu	u		NOT FOUND	
modem	-	+	2	m	oe	e	em	"urządzenie do konwersji oraz przesyłania lub odbierania danych cyfrowych między komputerami"	артефакт
moderantyzm	-	+	4	zm	oeay	y	yzm	"poglądy umiarkowane, zwłaszcza polityczne"	
moderator	+	-	4	r	oeao	o		"substancja używana w reaktorach jądrowych do zmniejszania energii neutronów"	вещество
modern	-	+	2	rn	oe	e		"współczesny, nowoczesny"	
modernizm	-	+	3	zm	oei	i	izm	"kierunek w literaturze i sztuce przełomu XIX i XX w. eksponujący rolę indywidualizmu, symbolizmu i estetyzmu"	абстрактное понятие
moderunek	-	+	4	k	oeue	e	ek	"ekwipunek żołnierski"	
modligroszek	+	-	4	k	oioe	e	ek	NOT FOUND	
modlitewnik	+	-	4	k	oiei	i		"książka zawierająca modlitwy i pieśni religijne"	артефакт
modraczek	+	-	3	k	oae	e	ek	NOT FOUND	
modrak	+	-	2	k	oa	a		"roślina o białych kwiatach zebranych w grona"	растение
modrzaczek	+	-	3	k	oae	e	ek	NOT FOUND	
modrzak	+	-	2	k	oa	a		NOT FOUND	
modrzeniec	+	-	4	c	oeie	e	iec	NOT FOUND	
modrzew	+	-	2	w	oe	e		"drzewo iglaste o miękkich, jasnozielonych, opadających na zimę igłach; też: drewno tego drzewa"	растение
modrzewiowiec	+	-	6	c	oeioie	e	iec	NOT FOUND	
modrzewnik	+	-	3	k	oei	i		NOT FOUND	
modrzyniec	+	-	4	c	oyie	e	iec	NOT FOUND	
modulant	+	-	3	nt	oua	a		"wyraz lub wyrażenie określające postawę mówiącego wobec prawdziwości przekazywanej informacji"	
modulator	+	-	4	r	ouao	o		"urządzenie elektroniczne do modulacji sygnałów"	артефакт
modulometr	-	+	4	tr	ouoe	e		NOT FOUND	
modus	-	+	2	s	ou	u	us	"w filozofii średniowiecznej: sposób bycia określonej rzeczy; w filozofii XVII i XVIII w.: zmienna cecha przedmiotu; w filozofii Spinozy: przemijające stany jednej, wiecznej i nieskończonej substancji powszechnej"	
moduł	-	+	2	ł	ou	u	uł	"element pełniący ustaloną funkcję, łatwy do wykorzystania jako część różnych większych całości"	часть предмета
modylion	-	+	4	n	oyio	o		"w architekturze starożytnej: wspornik w kształcie woluty ozdobionej liśćmi akantu"	
modylon	-	+	3	n	oyo	o		"skędzierzawione włókno stylonowe do wyrobu dzianin"	
modzel	-	+	2	l	oe	e		"zgrubienie skóry u niektórych zwierząt"	
mofussil	-	+	3	l	oui	i		NOT FOUND	
mogel	+	-	2	l	oe	e		"surowe żółtko utarte z cukrem"	
mogilnik	+	-	3	k	oii	i		NOT FOUND	
mogot	-	+	2	t	oo	o		NOT FOUND	
mohair	+	+	3	r	oai	i		"miękka, puszysta wełna kóz angorskich lub przędza z tej wełny; też: wyrób z tej przędzy"	
mohar	-	+	2	r	oa	a		"roślina uprawiana na ziarno pastewne, kiszonki lub zieloną paszę"	растение
moher	+	+	2	r	oe	e	er	"miękka, puszysta wełna kóz angorskich lub przędza z tej wełny; też: wyrób z tej przędzy"	
mohorycz	-	+	3	cz	ooy	y		"zwyczajowy poczęstunek alkoholem po dobitym targu; też: alkohol, którym się częstuje"	
mokasyn	+	+	3	n	oay	y		"but indiański wykonany z dwóch płatów jeleniej skóry"	артефакт
mokiet	-	+	3	t	oie	e		"wzorzysta tkanina pluszowa"	артефакт
mokrzycznik	+	-	3	k	oyi	i		"roślina o drobnych, białych kwiatach rosnąca na suchych łąkach i piaszczystych zboczach"	растение
mol	+	-	1	l	o	o		"jednostka ilości materii"	единица измерения
moleskin	-	+	3	n	oei	i		"gruba, mocna tkanina używana na ubrania robocze"	артефакт
molibden	-	+	3	n	oie	e		"pierwiastek chemiczny, srebrzysty metal o dużej twardości i wytrzymałości"	вещество
molibdenian	-	+	5	n	oieia	a		"sól kwasu molibdenowego"	
molibdenit	-	+	4	t	oiei	i		"minerał o barwie ołowianoszarej lub czarnej i metalicznym połysku"	
molinizm	-	+	3	zm	oii	i	inizm	"teologiczna koncepcja dotycząca łaski bożej i wolnej woli człowieka, sformułowana przez L.D. Molinę"	абстрактное понятие
moll	-	-	1	ll	o	o		"odmiana skali diatonicznej, gamy lub tonacji oparta na małej tercji"	
moloch	+	-	2	ch	oo	o		"semicki bóg ognia"	
molos	+	-	2	s	oo	o	os	"olbrzymi pies, używany w starożytnej Grecji jako obronny i myśliwski"	
molton	-	+	2	n	oo	o		"miękka tkanina bawełniana, podobna do grubej flaneli"	артефакт
moltopren	-	+	3	n	ooe	e		NOT FOUND	
momencik	-	+	3	k	oei	i		"bardzo krótki odcinek czasu"	
moment	-	+	2	nt	oe	e		"bardzo krótki odcinek czasu"	
momentometr	-	+	4	tr	oeoe	e		NOT FOUND	
monacyt	-	+	3	t	oay	y		"minerał o barwie żółtej lub czerwonobrunatnej, silnie promieniotwórczy"	
monadnok	-	+	3	k	oao	o		"odosobnione wzniesienie o stromych zboczach, wystające ponad łagodnie sfalowaną równinę"	
monadyzm	-	+	3	zm	oay	y	yzm	"teoria budowy świata stworzona przez Leibniza, opierająca się na tezie, że rzeczywistość jest ciągłym zbiorem monad"	абстрактное понятие
monarchizm	-	+	3	zm	oai	i	izm	"ustrój monarchiczny"	
monaster	-	+	3	r	oae	e	er	"klasztor w Kościele prawosławnym lub greckokatolickim"	
monastycyzm	-	+	4	zm	oayy	y	yzm	"w chrześcijaństwie: tworzenie zakonów oraz wstępowanie do nich i życie w nich"	
monastyr	-	+	3	r	oay	y		"klasztor w Kościele prawosławnym lub greckokatolickim"	
monchikit	-	+	3	t	oii	i		NOT FOUND	
mondializm	-	+	4	zm	oiai	i	izm	NOT FOUND	
monel	+	-	2	l	oe	e		"stop niklu z miedzią, srebrzystobiały metal odporny na korozję"	вещество
monergol	-	+	3	l	oeo	o		"paliwo rakietowe"	
monetaryzm	-	+	4	zm	oeay	y	yzm	"teoria uznająca centralną rolę pieniądza w gospodarce i konieczność kontrolowania jego podaży w obiegu"	абстрактное понятие
